repo,branch,readme,releases,open_issues,branches,license,workflows
DJ-Raven/java-messenger,main,"# Java Messenger

This is a simple messenger app built using Java Swing for the client-side GUI, Node.js for the server-side API, and Socket-IO for real-time communication. The graphical user interface (GUI) is styled using FlatLaf.

**This project is still in development.**

<img src=""https://github.com/DJ-Raven/java-messenger/blob/main/screenshot/sample-2.png?raw=true"" alt=""sample 2"" width=""400""/>&nbsp;
<img src=""https://github.com/DJ-Raven/java-messenger/blob/main/screenshot/sample-3.png?raw=true"" alt=""sample 3"" width=""400""/>&nbsp;

## Demo
[Download Demo Test](messenger-client/demo/messenger-test-1.4.0.jar?raw=true)

Run demo with `java -jar messenger-test-<version>.jar` or `double-click` (Requires Java 8 or newer)

### Client libraries used (Java)
| Name | GitHub |
| ------------ | ------------ |
| FlatLaf | https://github.com/JFormDesigner/FlatLaf |
| MiG Layout | https://github.com/mikaelgrev/miglayout |
| REST Assured | https://github.com/rest-assured/rest-assured |
| Socket.IO Java client | https://github.com/socketio/socket.io-client-java |
| JSON-Java | https://github.com/stleary/JSON-java?tab=readme-ov-file |
| JLayer | https://github.com/umjammer/jlayer |
| mp3agic | https://github.com/mpatric/mp3agic |
| Thumbnailator | https://github.com/coobird/thumbnailator |
| Swing Modal Dialog | https://github.com/DJ-Raven/swing-modal-dialog |
### Server libraries used (Nodejs)
| Name | GitHub |
| ------------ | ------------ |
| Express | https://github.com/expressjs/express |
| socket.io | https://github.com/socketio/socket.io |
| jsonwebtoken | https://github.com/auth0/node-jsonwebtoken |
| bcrypt.js | https://github.com/dcodeIO/bcrypt.js |
| BlurHash | https://github.com/woltapp/blurhash/tree/master |
| Multer | https://github.com/expressjs/multer |
| MySQL2 | https://github.com/sidorares/node-mysql2 |
| nodemon `dev`| https://github.com/remy/nodemon |
| and more ... |  |
",0,0,1,MIT,
DHD2280/BCR-Manager,master,"# Basic Call Recorder Manager (BCR Manager)

A simple manager for BCR.

[![Android](https://img.shields.io/badge/Platform-Android-green.svg?style=flat-square)](https://www.android.com) [![API](https://img.shields.io/badge/API-28%2B-orange.svg?logo=android&style=flat-square)](https://developer.android.com/studio/releases/platforms) [![Release](https://img.shields.io/github/v/release/DHD2280/BCR-Manager)](https://github.com/DHD2280/BCR-Manager/releases)

<img src=""app/images/icon.png"" alt=""app icon"" width=""144"" />
<img src=""app/images/Screenshots.png"" alt=""app icon"" width=""2350"" />



Since I really love Basic Call Recorder, I made a simple app to manage registrations saved with BCR.


## Table of Contents

- [Introduction](#introduction)
- [Requirements](#requirements)
- [Features](#features)
- [Permissions](#permissions)
- [How it works](#how-it-works)
- [Feedback](#feedback)
- [Issues](#issues)
- [License](#license)
- [Changelog](#changelog)
- [TODOs](#todos)
- [Acknowledgments](#acknowledgments)
- [Screenshots](#screenshots)
- [Donations](#donations)


## Introduction

This is a simple app, that I have developed for myself. The purpose of this app is to manage all records and simply search and listen.
You can add some breakpoints to every registration, and mark any registration as starred, so when open the app, you will find starred on top.
The app has Dynamic Shortcuts too, based on the count of registrations per-contact.
I'm not a professional developer, so the code is not perfect. I've tested the app on A13 and A14.

## Requirements

If you want to use BCR Manager, you need BCR 1.49 (or newer), because the app needs the JSON Metatada from BCR.
So you you have BCR, ensure to enable ""Write JSON Metadata"".

## Features

A few of the things you can do with BCR Manager:

* Listen your recordings
* Filter your recordings
* Share and delete recordings
* Batch delete recordings (e.g. per-contact and/or per-date and/or per-duration)
* Mark a recording as starred
* Create breakpoints for every recording

## Permissions

This app requires the following permissions, but it's not mandatory:

`android.permission.READ_CALL_LOG`
Permission to read Call Log, for getting the contact name (and business name if contact not saved) based on Call Log


`android.permission.READ_CONTACTS`
Permission for Read Contacts: needed to get the contact name, all contact's numbers and contact pictures.
Contacts numbers are used for dynamic shortcuts.

`android.permission.READ_PHONE_STATE`
Permission to Read Phone State: to get VoiceMail's number, Emergency number (for creating the LetterTileDrawable) and numbers of active SIMs.

## How it works
The application asks the Directory where all registrations are saved, then checks all files.
For registrations that has a JSON file, it will parse the JSON file based on Gson Library and get all metadata.
For registrations that hasn't a JSON file, it will parse the filename. Ensure that you have at least date and number in the filename.
It will check in the Call Log for the number and get the contact name (and business name if contact not saved).
If the contact is saved, it will get the contact picture too from Contacts.
When all file are parsed, the app saves all registrations in a JSON file, so on the next open it will load the JSON file instead of parsing all files again.
The app checks for directory changes, so it will know where to parse new files or when a file is deleted.

## Feedback

Feature requests are always welcome. If you want to make a feature request, open a new issue.

## Issues

If you want to report an issue with the app, just open a new issue on GitHub.

## License

BCR Manager is licensed under GPLv3. Please see [`LICENSE`](./LICENSE.md) for the full license text.

## Changelog

See [`CHANGELOG`](./CHANGELOG.md) for a complete list of changes.

## TODOs
TODOs, but I don't know if I will do it, but if the app will be popular, I will do it.
- Improve code quality
- ~Add custom Themes (colors)~
- Migrate to Kotlin (not necessary)
- ~Migrate to ViewModel~
- Add desktop shortcut per-contact

## Acknowledgments

Thanks to [chenxiaolong](https://github.com/chenxiaolong) for making such a big app [Basic Call Recorder](https://github.com/chenxiaolong/BCR).

## Screenshots
<img src=""app/images/dark/home_dark.jpg"" alt=""app icon"" width=""300"" />  <img src=""app/images/light/home_light.jpg"" alt=""app icon"" width=""300"" />

## Donations

If you want to support me, you can donate me via PayPal.

[![Donate](./app/images/PayPal.svg)](https://www.paypal.me/luigifale)",9,5,1,GPL-3.0,build_debug.yml
Yanyutin753/refresh-gpt-chat,main,"# refresh-gpt-chat

![Docker Image Size (tag)](https://img.shields.io/docker/image-size/yangclivia/refresh-gpt-chat/latest)![Docker Pulls](https://img.shields.io/docker/pulls/yangclivia/refresh-gpt-chat)[![GitHub Repo stars](https://img.shields.io/github/stars/Yanyutin753/refresh-gpt-chat?style=social)](https://github.com/Yanyutin753/refresh-gpt-chat/stargazers)

### 不许白嫖，请给我免费的star⭐吧，十分感谢！

## 简介

#### [refresh-gpt-chat](https://github.com/Yanyutin753/refresh-gpt-chat) 中转oaifree或者PandoraToV1Api的/v1/chat/completions和v1/images/generations接口，把refresh_token当key使用，内含hashmap,自动更新access_token,完美继承pandoraNext留下的refresh_token,支持基本所有的模型，小白也能快速使用！

#### [refresh-gpt-chat](https://github.com/Yanyutin753/refresh-gpt-chat) Intercept the /v1/chat/completions and v1/images/generations interface of oaifree or PandoraToV1Api, use the refresh_token as the key, which contains a hashmap, automatically update the access_token, perfectly inherit the refresh_token left by pandoraNext, support almost all models, even beginners can use it quickly!

-----

> ## 功能特性
>
> * **通过refresh_token自动更新access_token**：方便使用
>
> * **通过refresh_token作为key进行使用**：更好放入one-api里面
>
> * **支持反代v1/images/generations接口**：调用dall-e-3画图更出色
>
> * **支持反代v1/audio/speech接口**：调用tts-1，文字转语音
>
> * **支持反代v1/audio/transcriptions接口**：调用whisper-1，语言转文字
>
> * **可适用于oaifree、PandoraToV1Api项目**：反代服务，直接使用
>
> * **自定义后缀**：防止url被滥用
>
> * **支持base64识图**：能转发识图接口
>
> * **回复打字机处理**：回复更流畅，减少卡顿
>
> * **个人部署**：保障隐私安全
>

## [✨点击查看文档站](https://apifox.com/apidoc/shared-4b9a7517-3f80-47a1-84fc-fcf78827a04a)

> [!important]
>
> * 本项目只提供转发接口🥰
> * 开源项目不易，请点个星星吧！！！

## Sponsor

### 如果你觉得我的开源项目对你有帮助，可以赞助我一杯咖啡嘛，十分感谢！！！

<img src=""https://github.com/Yanyutin753/RefreshToV1Api/assets/132346501/e5ab5e80-1cf2-4822-ae36-f9d0b11ed1b1"" width=""300"" height=""300"">

## Star History

[![Star History Chart](https://api.star-history.com/svg?repos=Yanyutin753/refresh-gpt-chat&type=Date)](https://star-history.com/#Yanyutin753/refresh-gpt-chat&Date)
",10,1,1,MIT,docker-image.yml
xdev-software/spring-data-eclipse-store,develop,"[![Latest version](https://img.shields.io/maven-central/v/software.xdev/spring-data-eclipse-store?logo=apache%20maven)](https://mvnrepository.com/artifact/software.xdev/spring-data-eclipse-store)
[![Build](https://img.shields.io/github/actions/workflow/status/xdev-software/spring-data-eclipse-store/check-build.yml?branch=develop)](https://github.com/xdev-software/spring-data-eclipse-store/actions/workflows/check-build.yml?query=branch%3Adevelop)
[![Quality Gate Status](https://sonarcloud.io/api/project_badges/measure?project=xdev-software_spring-data-eclipse-store&metric=alert_status)](https://sonarcloud.io/dashboard?id=xdev-software_spring-data-eclipse-store)
[![Documentation](https://img.shields.io/maven-central/v/software.xdev/spring-data-eclipse-store?label=docs)](https://spring-eclipsestore.xdev.software/)

<div align=""center"">
    <img src=""assets/Logo.png"" height=""200"" alt=""XDEV Spring-Data Eclipse-Store Logo"">
</div>

# spring-data-eclipse-store

A library to simplify using [EclipseStore](https://eclipsestore.io/) in the [Spring environment](https://spring.io/projects/spring-data/).

What makes this library special is, that it creates a working copy of the data.
This way EclipseStore behaves almost exactly like relational database from a coding perspective.

## Features

The library provides following features:

* Enforces the
  **[Spring data repository concept](https://docs.spring.io/spring-data/jpa/reference/repositories/core-concepts.html)**
  for EclipseStore by
  using [working copies](https://xdev-software.github.io/spring-data-eclipse-store/working-copies.html)
* **[Drop in compatible](https://xdev-software.github.io/spring-data-eclipse-store/installation.html#drop-in-compatible)** for your existing Spring application
* Utilizes **ultra-fast EclipseStore serializing and storing**
* Enables your application to **select
  any [EclipseStore target](https://docs.eclipsestore.io/manual/storage/storage-targets/index.html)** (e.g.
  [PostgreSQL](https://docs.eclipsestore.io/manual/storage/storage-targets/sql-databases/postgresql.html),
  [AWS S3](https://docs.eclipsestore.io/manual/storage/storage-targets/blob-stores/aws-s3.html) or
  [IBM COS](https://github.com/xdev-software/eclipse-store-afs-ibm-cos))
* Can save up to **99%[^1] of monthly costs** in the IBM Cloud and up to 82%[^2] in the AWS Cloud

[^1]:If the COS Connector is used in the IBM Cloud instead of a PostgreSQL and approx. 10,000 entries with a total size
of 1
GB of data are stored. ([IBM Cloud Pricing](https://cloud.ibm.com/estimator/estimates), as of 08.01.2024)

[^2]: If the S3 connector is used instead of DynamoDB under the same conditions at
AWS. ([AWS Pricing Calculator](https://calculator.aws/#/estimate?id=ab85cddf77f0d1aa0457111ed82785dfb836b1d8), as of
08.01.2024)

## Installation & Usage

[**Installation
guide** for the latest release](https://github.com/xdev-software/spring-data-eclipse-store/releases/latest#Installation)

[**Detailed
instructions** are in the documentation](https://xdev-software.github.io/spring-data-eclipse-store/installation.html)

### Supported versions

| Spring-Data-Eclipse-Store | Java   | Spring Data | EclipseStore |
|---------------------------|--------|-------------|--------------|
| ``<= 1.0.2``              | ``17`` | ``3.2.2``   | ``1.1.0``    |
| ``1.0.3/1.0.4``           | ``17`` | ``3.2.3``   | ``1.2.0``    |
| ``1.0.5-1.0.7``           | ``17`` | ``3.2.5``   | ``1.3.2``    |
| ``1.0.8-1.0.10``          | ``17`` | ``3.3.1``   | ``1.3.2``    |
| ``2.0.0-2.1.0``           | ``17`` | ``3.3.2``   | ``1.4.0``    |
| ``2.2.0-2.3.1``           | ``17`` | ``3.3.4``   | ``1.4.0``    |
| ``2.4.0``                 | ``17`` | ``3.4.0``   | ``2.0.0``    |
| ``2.4.1``                 | ``17`` | ``3.4.0``   | ``2.1.0``    |
| ``>= 2.4.2``              | ``17`` | ``3.4.1``   | ``2.1.0``    |

## Demo

To see how easy it is to implement EclipseStore in your Spring project, take a look at
the [demos](./spring-data-eclipse-store-demo):

* [Simple demo](https://github.com/xdev-software/spring-data-eclipse-store/tree/develop/spring-data-eclipse-store-demo/src/main/java/software/xdev/spring/data/eclipse/store/demo/simple)
* [Complex demo](https://github.com/xdev-software/spring-data-eclipse-store/tree/develop/spring-data-eclipse-store-demo/src/main/java/software/xdev/spring/data/eclipse/store/demo/complex)
* [Lazy demo](https://github.com/xdev-software/spring-data-eclipse-store/tree/develop/spring-data-eclipse-store-demo/src/main/java/software/xdev/spring/data/eclipse/store/demo/lazy)
* [Demo with coexisting JPA](https://github.com/xdev-software/spring-data-eclipse-store/tree/develop/spring-data-eclipse-store-jpa/src/main/java/software/xdev/spring/data/eclipse/store/jpa)
* [Dual storage demo](https://github.com/xdev-software/spring-data-eclipse-store/tree/develop/spring-data-eclipse-store-demo/src/main/java/software/xdev/spring/data/eclipse/store/demo/dual/storage)

> [!NOTE]  
> Since the library is using reflection to copy data, the following JVM-Arguments may have to be set:
> ```
> --add-opens=java.base/java.util=ALL-UNNAMED
> --add-exports java.base/jdk.internal.misc=ALL-UNNAMED
> --add-opens=java.base/java.lang=ALL-UNNAMED
> --add-opens=java.base/java.time=ALL-UNNAMED 
> ```

## Support

If you need support as soon as possible, and you can't wait for any pull request, feel free to
use [our support](https://xdev.software/en/services/support).

## Contributing
See the [contributing guide](./CONTRIBUTING.md) for detailed instructions on how to get started with our project.

## Dependencies and Licenses

View the [license of the current project](LICENSE).
",20,2,7,Apache-2.0,"antora-build.yml,broken-links.yml,check-build.yml,release.yml,sonar.yml,sync-labels.yml,test-deploy.yml,update-from-template.yml"
Jho00/cloud-computing,main,,0,0,2,,
lgdd/liferay-client-extensions-samples,main,"![GitHub Workflow Status](https://img.shields.io/github/actions/workflow/status/lgdd/liferay-client-extensions-samples/builder.yml?label=auto-update&style=flat)
![GitHub last commit](https://img.shields.io/github/last-commit/lgdd/liferay-client-extensions-samples?color=informational&label=latest%20update)

# Liferay Client Extensions Samples

Automatically mirror official client extensions samples you can find in the main repo here: https://github.com/liferay/liferay-portal/tree/master/workspaces/liferay-sample-workspace/client-extensions

The goal of this repository is to ease the process of trying out client extensions samples by removing the burden of cloning liferay-portal & by renaming ambiguous client extensions (e.g. `custom-element-1`).

The official readme file for those samples is mirrored in the [HOW-TO.md](HOW-TO.md).

The new naming is an arbitrary choice based on the description provided by Liferay in the readme file. Here's the correspondance for the renamed client extensions:

| **Original name** | **New name**                                                 			|
|-------------------|-------------------------------------------------------------------|
| liferay-sample-custom-element-1  | liferay-sample-custom-element-vanilla-js      			|
| liferay-sample-custom-element-2  | liferay-sample-custom-element-react-scripts   			|
| liferay-sample-custom-element-3  | liferay-sample-custom-element-angular         			|
| liferay-sample-custom-element-4  | liferay-sample-custom-element-react-dom       			|
| liferay-sample-custom-element-5  | liferay-sample-custom-element-react-clayui    			|
| liferay-sample-etc-frontend      | liferay-sample-etc-frontend-shared-import-map 			|
| liferay-sample-global-js-1       | liferay-sample-global-js-page			           			|
| liferay-sample-global-js-2       | liferay-sample-global-js-page-with-attributes 			|
| liferay-sample-global-js-2       | liferay-sample-global-js-instance      			 			|
| liferay-sample-iframe-1          | liferay-sample-iframe-counter                 			|
| liferay-sample-iframe-2          | liferay-sample-iframe-wikipedia               			|
| liferay-sample-theme-css-1       | liferay-sample-theme-css-styled               			|
| liferay-sample-theme-css-2       | liferay-sample-theme-css-unstyled             			|
| liferay-sample-theme-css-3       | liferay-sample-theme-css-token-definition     			|
| liferay-sample-theme-css-4       | liferay-sample-theme-css-unstyled-token-definition |
| liferay-sample-theme-spritemap-1 | liferay-sample-theme-spritemap-single-svg     			|
| liferay-sample-theme-spritemap-2 | liferay-sample-theme-spritemap-multiple-svg   			|

## Aditional information

If the build fails because of the Node version, you can force the use of a specific version by changing the build.gradle with something like:

```gradle
apply plugin: ""com.liferay.node""

node {
	nodeVersion = ""20.10.0""
	global = false
}
```
> Note that you can apply this for a specific client extension or all client extensions if you change the value in the parent folder (`client-extensions` or your liferay workpace).",0,0,1,MIT,builder.yml
gayanukabulegoda/Hibernate-ORM-Lesson,main,"# <img src=""https://media2.giphy.com/media/QssGEmpkyEOhBCb7e1/giphy.gif?cid=ecf05e47a0n3gi1bfqntqmob8g9aid1oyj2wr3ds3mg700bl&rid=giphy.gif"" width=""65px""> Hibernate ORM Code Space

<p>
  Welcome to Hibernate ORM Code Space! 
  Here, you'll delve into fundamental Hibernate theories through meticulously crafted code examples organized into distinct branches. 
  Embark on a journey of learning and mastery within the realm of Hibernate ORM.
</p>

## Table of Contents

- [Lessons](#Lessons)
  - [Lesson-01](#Lesson-01)
  - [Lesson-02](#Lesson-02)
  - [Lesson-03](#Lesson-03)
  - [Lesson-04](#Lesson-04)
  - [Lesson-05](#Lesson-05)
- [Hibernate_Life_Cycle](#Hibernate_Life_Cycle)
- [Usage](#Usage)
- [License](#license)

## Lessons

### Lesson-01

<ul>
  <li>Explore Object-Oriented Programming (OOP) concepts through insightful coding examples.</li>
  <li>
    <p>To access the content:</p>
    <ul>
      <li>Navigate to the <strong>lesson/Day_01</strong> branch to review the source code.</li>
      <li>Alternatively, clone the repository specifically from the <strong>lesson/Day_01</strong> branch using the following command:</li>
    </ul>
    <pre><code>git clone -b lesson/Day_01 --single-branch https://github.com/gayanukabulegoda/Hibernate-ORM-Lesson.git</code></pre>
  </li>
</ul>

### Lesson-02

<ul>
  <li>Explore Hibernate XML Mapping and Property File Mapping for advanced insights into Object-Relational Mapping.</li>
  <li>
    <p>To access the content:</p>
    <ul>
      <li>Navigate to the <strong>lesson/Day_02</strong> branch to review the source code.</li>
      <li>Alternatively, clone the repository specifically from the <strong>lesson/Day_02</strong> branch using the following command:</li>
    </ul>
    <pre><code>git clone -b lesson/Day_02 --single-branch https://github.com/gayanukabulegoda/Hibernate-ORM-Lesson.git</code></pre>
  </li>
</ul>

### Lesson-03

<ul>
  <li>Explore fundamental topics in Hibernate, covering CRUD implementation, Session Factory setup, hbm2ddl.auto configurations, and Hibernate annotations.</li>
  <li>
    <p>To access the content:</p>
    <ul>
      <li>Navigate to the <strong>lesson/Day_03</strong> branch to review the source code.</li>
      <li>Alternatively, clone the repository specifically from the <strong>lesson/Day_03</strong> branch using the following command:</li>
    </ul>
    <pre><code>git clone -b lesson/Day_03 --single-branch https://github.com/gayanukabulegoda/Hibernate-ORM-Lesson.git</code></pre>
  </li>
</ul>

### Lesson-04

<ul>
  <li>
    Discover key Hibernate concepts including configuration object implementation, 
    repository layer setup, schema generation, differentiation between the get() and load() methods, 
    and operation of Hibernate query object.
  </li>
  <li>
    <p>To access the content:</p>
    <ul>
      <li>Navigate to the <strong>lesson/Day_04</strong> branch to review the source code.</li>
      <li>Alternatively, clone the repository specifically from the <strong>lesson/Day_04</strong> branch using the following command:</li>
    </ul>
    <pre><code>git clone -b lesson/Day_04 --single-branch https://github.com/gayanukabulegoda/Hibernate-ORM-Lesson.git</code></pre>
  </li>
</ul>

### Lesson-05

<ul>
  <li>
    Explore essential topics such as JPQL and HQL custom queries, constructor projection, 
    and the Hibernate life cycle encompassing transient, persistent, detached, and removed states.
  </li>
  <li>
    <p>To access the content:</p>
    <ul>
      <li>Navigate to the <strong>lesson/Day_05</strong> branch to review the source code.</li>
      <li>Alternatively, clone the repository specifically from the <strong>lesson/Day_05</strong> branch using the following command:</li>
    </ul>
    <pre><code>git clone -b lesson/Day_05 --single-branch https://github.com/gayanukabulegoda/Hibernate-ORM-Lesson.git</code></pre>
  </li>
</ul>

## Hibernate_Life_Cycle

<br>
<img src=""hibernateLifeCycle/HibernateLifecycle.png"" alt=""drawing""/>

## Usage

<p>To run the project, follow these steps:</p>
<ol>
  <li>Open the project in your IDE.</li>
  <li>
    Build and run the application.
    <ul>
      <li>(Ensure that your system has Java versions 8, 11, 17, or 18 installed.)</li>
    </ul>
  </li>
</ol>

## License

This project is licensed under [MIT License](LICENSE).

##
<div align=""center"">
<a href=""https://github.com/gayanukabulegoda"" target=""_blank""><img src = ""https://img.shields.io/badge/GitHub-100000?style=for-the-badge&logo=github&logoColor=white""></a>
<a href=""https://git-scm.com/"" target=""_blank""><img src = ""https://img.shields.io/badge/Git-100000?style=for-the-badge&logo=git&logoColor=white""></a>
<a href=""https://jdk.java.net/java-se-ri/11-MR2"" target=""_blank""><img src = ""https://img.shields.io/badge/Java-100000?style=for-the-badge&logo=openjdk&logoColor=white""></a>
<a href=""https://hibernate.org/orm/releases/5.6/"" target=""_blank""><img src = ""https://img.shields.io/badge/Hibernate-100000?style=for-the-badge&logo=Hibernate&logoColor=white""></a>
<a href=""https://www.jetbrains.com/idea/download/?section=linux"" target=""_blank""><img src = ""https://img.shields.io/badge/Intellij Idea-100000?style=for-the-badge&logo=intellij%20idea&logoColor=white""></a>
<a href=""https://linuxmint.com/download_all.php"" target=""_blank""><img src = ""https://img.shields.io/badge/Linux_Mint-100000?style=for-the-badge&logo=linux-mint&logoColor=white""></a>
</div> <br>
<p align=""center"">
  &copy; 2024 Gayanuka Bulegoda
</p>
",0,0,6,MIT,
Berkeley-CS61B/skeleton-sp24,main,,0,0,16,,
anduinnn/HiFiNi-Auto-CheckIn,master,"<section align=""center"">
    <img src=""https://github.com/anduinnn/HiFiNi-Auto-CheckIn/assets/68073009/e50e9fa7-3ddd-4198-be59-fc231f9b8986"" alt=""稀土掘金"" width=""260"" />
</section>

<h1 align=""center"">HiFiNi - 音乐磁场签到助手</h1>

<p align=""center"">签到、推送、自动化工作流。</p>

## 通知

🔈 新增`telegram`推送(2024年4月28日15:06:25)

🔈 支持设置多cookie 通过`&`分割,如:cookie1&cookie2(2024年3月29日17:57:46)

🔈 更新新的签到校验方式(2024年3月21日09:06:51)

🔈 对论坛新的签到校验方式进行适配(2024年3月18日19:37:13)

🔈 过renji验证

## 如何使用

1.[Fork 仓库](https://github.com/anduinnn/HiFiNi-Auto-CheckIn)

2.仓库 -> Settings -> Secrets -> New repository secret, 添加Secrets变量如下:

| 变量名              | 信息                                  | 是否必须 |
|------------------|-------------------------------------| -------- |
| COOKIE           | HiFiNi的cookie信息                     | 是       |
| SERVER_CHAN      | [Service酱](https://sct.ftqq.com/)推送的key | 否       |
| DINGTALK_WEBHOOK | 钉钉机器人推送的token                       | 否       |
| WXWORK_WEBHOOK   | 企业微信机器人推送的token                     | 否       |
| TG_CHAT_ID       | Telegram Chat ID                           | 否       |
| TG_BOT_TOKEN     | Telegram Bot Token                           | 否       |

3.启动工作流程
![image](https://github.com/anduinnn/HifiNiAutoCheckIn/assets/68073009/b89c7140-be7f-43aa-afaa-8554b4cab752)



## 如何拉取最新代码?

在自己的仓库里找到此项目
![image](https://github.com/anduinnn/HiFiNi-Auto-CheckIn/assets/68073009/46ab90db-b7fb-4097-9abe-fde8c2c3543e)





## 获取HifiNiCookie
访问`https://www.hifini.com/`
首页`F12`打开调试工具,在请求标头中找到并复制cookie的值
![image](https://github.com/anduinnn/HifiNiAutoCheckIn/assets/68073009/97528823-4d31-4c72-bcca-e95bb5d75792)

## 获取Server酱的key(需要关注公众号)
访问 `https://sct.ftqq.com/`
![image](https://github.com/anduinnn/HifiNiAutoCheckIn/assets/68073009/c70b4471-2933-4441-964c-5aa2873c3590)

## 配置钉钉机器人
点击查看[如何配置钉钉机器人？](READMES/DingTalkRobotConfigInfo.md)

## 配置企业微信机器人
点击查看[如何配置企业微信机器人？](READMES/WeChatWorkRobotConfigInfo.md)
",0,3,7,,HiFiNi-Auto-CheckIn.yml
javpower/easy-flv,main,"<!-- Easy-FLV: Java RTSP/RTMP to FLV Converter -->
# 📺 Easy-FLV: Java RTSP/RTMP to FLV Converter

[![GitHub stars](https://img.shields.io/github/stars/javpower/easy-flv.svg)](https://github.com/javpower/easy-flv) 
[![GitHub issues](https://img.shields.io/github/issues/javpower/easy-flv.svg)](https://github.com/javpower/easy-flv/issues) 
[![Apache License 2.0](https://img.shields.io/badge/license-Apache%202.0-blue.svg)](https://opensource.org/licenses/Apache-2.0) 
[![Java Version](https://img.shields.io/badge/java-1.8+-orange.svg)](https://adoptopenjdk.net/) 
[![Spring Boot](https://img.shields.io/badge/spring--boot-2.7.+-blue.svg)](https://spring.io/projects/spring-boot) 

## 🌟 About Easy-FLV
Easy-FLV is a Java library that converts RTSP or RTMP video streams into FLV format for playback in web browsers. It provides an efficient, stable, and easily integrable solution for real-time video monitoring, live streaming, and video stream processing.

### Why Choose Easy-FLV?
- **Efficient Conversion**: Quickly converts video streams to FLV format with no complex configuration required.
- **Easy Integration**: Used as a Spring Boot Starter, it can be easily integrated into any Java project.
- **Modern Browser Support**: Supports all major modern browsers without the need for additional plugins.
- **Real-time Stream Processing**: Suitable for the conversion of real-time video streams, such as security monitoring and live broadcasting.

## 📄 Screenshots
Below are screenshots of Easy-FLV in action:

![img_1.png](img_1.png)
![img.png](img.png)

## 🚀 Quick Start

### Add Maven Dependency
Include the following Maven dependency in your Spring Boot project:

```xml
<dependency>
    <groupId>io.github.javpower</groupId>
    <artifactId>rtsp-converter-flv-spring-boot-starter</artifactId>
    <version>1.5.9.1</version>
</dependency>
```

### Implement Interface
Create a service class that implements the `IOpenFLVService` interface to provide the stream address:

```java
@Service
public class RtspDataService implements IOpenFLVService {

    @Override
    public String getUrl(Integer channel) {
        // Retrieve the RTSP stream address based on the channel
        return ""rtsp://10.11.9.251:554/openUrl/16HV8mA"";
    }
}
```

### Configure YAML
Configure Easy-FLV in your `application.yml`:

```yaml
easy:
  flv:
    host: http://localhost:8200
```

### Use Interface
To get the converted stream address and play it in a browser:

- Conversion URL: `GET http://ip:port/get/flv/hls/stream_{channel}.flv`
- Direct Browser Playback: `GET http://ip:port/flv/hls/stream_{channel}.flv`

### Direct Usage
If you prefer not to implement an interface, you can directly encode the stream address and convert it:

```java
public static void main(String[] args) throws UnsupportedEncodingException {
    String url = ""rtsp://XXXXXXXX"";
    String encodedUrl = java.net.URLEncoder.encode(url, ""UTF-8"");
    System.out.println(""Encoded Stream URL: "" + encodedUrl);
}
```

- Conversion URL: `GET http://ip:port/get/flv/hls/stream?url=EncodedAddress`
- Direct Browser Playback: `GET http://ip:port/flv/hls/stream?url=EncodedAddress`

## 🛠️ Contribution
Contributions of any kind are welcome, including but not limited to reporting bugs, submitting fixes, adding new features, and improving documentation.

## 📄 License
Easy-FLV is released under the [Apache License 2.0](LICENSE).

## 📧 Contact
- Email: [javpower@163.com](mailto:javpower@163.com)
- GitHub: [https://github.com/javpower/easy-flv](https://github.com/javpower/easy-flv)
- Gitee: [https://gitee.com/giteeClass/easy-flv](https://gitee.com/giteeClass/easy-flv)
",0,4,1,Apache-2.0,
